client_sk,client_id,first_name,last_name,date_of_birth,gender,city,country,acquisition_channel
671,CL-000671,Rolf,Schönland,1971-08-14,Male,Düsseldorf,Germany,Web
672,CL-000672,Senol,Stumpf,2002-11-25,Male,Bochum,Germany,Referral
673,CL-000673,Greta,Cichorius,1970-01-10,Female,München,Germany,Event
674,CL-000674,Sibylle,Döring,1956-11-12,Female,Berlin,Germany,Web
675,CL-000675,Heinz-Josef,Schacht,1967-07-24,Male,Frankfurt,Germany,Referral
676,CL-000676,Jonas,Budig,1967-03-29,Male,Düsseldorf,Germany,Referral
677,CL-000677,Sönke,Jessel,1991-01-23,Male,Berlin,Germany,Referral
678,CL-000678,Gerti,Hartung,1962-12-22,Female,Hamburg,Germany,Referral
679,CL-000679,Pia,Geisler,1945-07-04,Female,Köln,Germany,Referral
680,CL-000680,Jens,Schulz,1948-01-26,Male,Dortmund,Germany,Web
681,CL-000681,Katerina,Pergande,1953-07-03,Female,Bochum,Switzerland,Partner
682,CL-000682,Torsten,Wulf,1964-01-31,Male,Frankfurt,Germany,Event
683,CL-000683,Gina,Vogt,2005-07-07,Female,Berlin,Germany,Referral
684,CL-000684,Sabri,Seidel,1995-10-09,Male,Dortmund,Germany,Referral
685,CL-000685,Gebhard,Heinz,1947-04-22,,München,Germany,Event
686,CL-000686,Gabor,Hertrampf,1953-09-25,,Köln,Germany,Referral
687,CL-000687,Christin,Schleich,1950-09-17,Female,Leipzig,Germany,Event
688,CL-000688,Raimund,Werner,1984-11-30,Male,Essen,Germany,Referral
689,CL-000689,Annelie,Gierschner,2005-01-16,Female,Essen,Germany,Web
690,CL-000690,Paula,Schottin,1973-12-07,Female,Düsseldorf,Germany,Referral
691,CL-000691,Irmi,Wende,1978-09-02,Female,Hannover,Germany,Web
692,CL-000692,Raimund,Sager,1970-11-09,Male,Nürnberg,Germany,Web
693,CL-000693,Miodrag,Rosemann,1984-01-24,Male,München,Germany,Referral
694,CL-000694,Manuel,Scholz,1962-04-21,Male,München,Germany,Event
695,CL-000695,Steve,Schottin,1961-10-27,Male,Köln,Germany,Event
696,CL-000696,Carla,Mans,1944-12-15,Female,Berlin,Germany,Web
697,CL-000697,Isa,Margraf,1983-04-11,Female,Stuttgart,Germany,Partner
698,CL-000698,Laszlo,Höfig,1980-07-21,,Berlin,Austria,Referral
699,CL-000699,André,Kitzmann,1974-10-31,Male,Berlin,Germany,Referral
700,CL-000700,Annelene,Jessel,1971-09-24,Female,Bochum,Austria,Web
701,CL-000701,Henner,Bender,1944-03-07,Male,Hannover,Germany,Event
702,CL-000702,Gudula,Hörle,1945-07-13,Female,Hamburg,Germany,Referral
703,CL-000703,Mariusz,Conradi,1982-02-28,Male,Düsseldorf,Germany,Partner
704,CL-000704,Liliane,Patberg,1966-06-22,Female,Hannover,Germany,Event
705,CL-000705,Vincenzo,Salz,1978-01-11,,Köln,Germany,Event
706,CL-000706,Valentina,Zorbach,1990-08-04,,Hamburg,Germany,Event
707,CL-000707,Tino,Berger,1970-11-30,Male,Stuttgart,Germany,Event
708,CL-000708,Ulf,Rudolph,1984-08-31,Male,Dortmund,Germany,Partner
709,CL-000709,Constanze,Jungfer,1981-06-24,Female,Dortmund,Germany,Referral
710,CL-000710,Ibrahim,Otto,1950-07-29,Male,Köln,Germany,Referral
711,CL-000711,Woldemar,Bolander,1970-12-19,Male,Berlin,Germany,Event
712,CL-000712,Aurelia,Karz,2007-02-28,Female,München,Germany,Web
713,CL-000713,Ole,Caspar,1974-08-23,Male,München,Germany,Web
714,CL-000714,Mareile,Gerlach,1942-12-21,Female,Hamburg,Germany,Partner
715,CL-000715,Falk,Trommler,1970-02-05,Male,Berlin,Austria,Referral
716,CL-000716,Heinz-Peter,Pruschke,1975-11-18,Male,Berlin,Germany,Web
717,CL-000717,Ljudmila,Freudenberger,1965-01-26,Female,Köln,Germany,Web
718,CL-000718,Gundula,Holzapfel,1966-09-03,Female,Köln,Austria,Referral
719,CL-000719,Helmtrud,Wohlgemut,1963-05-03,Female,Hamburg,Germany,Referral
720,CL-000720,Milan,Scheuermann,1943-11-15,Male,Düsseldorf,Germany,Partner
721,CL-000721,Rico,Schüler,1984-05-10,Male,Berlin,Germany,Referral
722,CL-000722,Gerdi,Bolzmann,1962-09-29,Female,Essen,Germany,Referral
723,CL-000723,Bekir,Roht,1986-06-22,Male,Berlin,Germany,Web
724,CL-000724,Hans-Jörg,Hölzenbecher,1957-06-16,Male,Köln,Germany,Referral
725,CL-000725,Othmar,Sontag,2005-12-08,Male,Essen,Germany,Referral
726,CL-000726,Theodora,Schleich,1999-09-26,Female,Düsseldorf,Germany,Web
727,CL-000727,Conrad,Kade,1945-11-08,Male,Dortmund,Germany,Referral
728,CL-000728,Klaus-D.,Spieß,1949-12-07,Male,München,Germany,Referral
729,CL-000729,Vadim,Killer,1961-06-02,Male,Stuttgart,Germany,Referral
730,CL-000730,Yilmaz,Sölzer,1987-11-03,Male,Frankfurt,Switzerland,Web
731,CL-000731,Maria-Theresia,Krein,1949-01-31,Female,Essen,Germany,Referral
732,CL-000732,Lilija,Trommler,2004-02-21,Female,Dortmund,Germany,Partner
733,CL-000733,August,Jessel,1978-05-06,Male,Köln,Germany,Partner
734,CL-000734,Gülay,Seifert,1994-03-07,Female,Leipzig,Germany,Web
735,CL-000735,Galina,Eckbauer,1985-11-28,Female,Köln,Germany,Referral
736,CL-000736,Hubertine,Warmer,2008-03-01,,Nürnberg,Germany,Referral
737,CL-000737,Miroslaw,Putz,1946-09-01,Male,Nürnberg,Germany,Event
738,CL-000738,Mareile,Steckel,1969-02-13,Female,Essen,Germany,Event
739,CL-000739,Josefa,Klotz,1941-07-20,Female,Köln,Germany,Referral
740,CL-000740,Hans-Bernd,Jessel,1952-07-29,Male,Berlin,Germany,Partner
741,CL-000741,Walburga,Hamann,1963-07-25,Female,Frankfurt,Germany,Referral
742,CL-000742,Willfried,Wilms,1973-05-26,Male,Köln,Germany,Partner
743,CL-000743,Corinna,Hecker,1949-09-02,Female,Leipzig,Germany,Referral
744,CL-000744,Curt,Buchholz,1960-06-08,Male,Frankfurt,Germany,Referral
745,CL-000745,Sigfried,Zirme,1947-03-11,Male,München,Germany,Referral
746,CL-000746,Janusz,Winkler,1977-01-15,Male,Köln,Germany,Web
747,CL-000747,Sergej,Warmer,2000-06-11,Male,Dortmund,Germany,Referral
748,CL-000748,Kata,Bender,1985-05-09,Female,Leipzig,Germany,Referral
749,CL-000749,Gerlind,Wilms,1982-05-14,Female,Berlin,Germany,Web
750,CL-000750,Birte,Schenk,1965-12-11,Female,Köln,Germany,Referral
751,CL-000751,German,Fröhlich,1952-08-12,,München,Germany,Referral
752,CL-000752,Senol,Süßebier,1992-10-12,Male,Düsseldorf,Germany,Referral
753,CL-000753,Luka,Gehringer,1989-05-21,Female,Stuttgart,Germany,Partner
754,CL-000754,Imelda,Beyer,1968-04-07,Female,München,Germany,Referral
755,CL-000755,Gretel,Stey,1989-04-11,Female,Köln,Germany,Partner
756,CL-000756,Ernst,Martin,1981-11-10,Male,Hamburg,Germany,Partner
757,CL-000757,Friedhelm,Weller,1991-03-31,Male,München,Germany,Partner
758,CL-000758,Renato,Meister,1956-03-26,Male,Essen,Germany,Web
759,CL-000759,Jovan,Henck,1961-05-14,Male,Köln,Germany,Web
760,CL-000760,Wulf,Ziegert,1972-03-23,Male,Dortmund,Germany,Referral
761,CL-000761,Toralf,Gude,1965-05-04,Male,Dortmund,Germany,Web
762,CL-000762,Mikhail,Rudolph,2007-04-20,Male,Berlin,Germany,Web
763,CL-000763,Thies,Misicher,1992-09-01,,Essen,Germany,Web
764,CL-000764,Friedbert,Wulff,1966-04-18,Male,Berlin,Germany,Partner
765,CL-000765,Joanna,Rädel,1968-10-18,Female,Köln,Germany,Web
766,CL-000766,Wilhelmine,Fritsch,1995-11-24,Female,Köln,Germany,Partner
767,CL-000767,Eckhard,Schleich,1949-09-22,Male,Hannover,Germany,Referral
768,CL-000768,Sükrü,Hermann,1943-11-10,Male,Berlin,Germany,Web
769,CL-000769,Manuela,Nerger,1999-10-17,Female,Essen,Germany,Referral
770,CL-000770,Gundi,Röhrdanz,2003-11-20,Female,Düsseldorf,Germany,Referral
771,CL-000771,Aurelia,Trub,1997-11-14,Female,Frankfurt,Germany,Referral
772,CL-000772,Jobst,Ebert,1959-09-16,Male,Nürnberg,Germany,Partner
773,CL-000773,Attila,Wiek,1951-03-21,Male,Stuttgart,Germany,Referral
774,CL-000774,Franz-Xaver,Mende,2001-11-30,Male,Stuttgart,Germany,Partner
775,CL-000775,Juliana,Finke,1996-11-10,Female,Frankfurt,Germany,Web
776,CL-000776,Ilse,Conradi,2004-09-17,Female,Düsseldorf,Switzerland,Referral
777,CL-000777,Ullrich,Hartung,1995-11-20,Male,Berlin,Germany,Partner
778,CL-000778,Inka,Keudel,2003-08-18,Female,Hamburg,Germany,Referral
779,CL-000779,Aline,Liebelt,1943-12-07,Female,Bochum,Germany,Web
780,CL-000780,Heidelinde,Paffrath,1965-10-03,Female,Essen,Germany,Partner
781,CL-000781,Erkan,Krause,2007-12-27,Male,Köln,Germany,Referral
782,CL-000782,Annemie,Köster,1955-08-03,Female,Stuttgart,Germany,Web
783,CL-000783,Alex,Juncken,2003-08-26,Male,Köln,Germany,Partner
784,CL-000784,Benno,Trüb,1984-07-15,Male,Bochum,Germany,Referral
785,CL-000785,Gundolf,Zorbach,1950-04-01,Male,Essen,Germany,Partner
786,CL-000786,Brigitte,Bender,1959-10-31,Female,Hannover,Germany,Partner
787,CL-000787,Trude,Mude,1987-09-04,Female,Dortmund,Germany,Referral
788,CL-000788,Senol,Etzold,1991-12-13,Male,Essen,Germany,Referral
789,CL-000789,Nikolaos,Möchlichen,1970-11-02,Male,Frankfurt,Germany,Web
790,CL-000790,Leopold,Adolph,2001-12-14,Male,Stuttgart,Germany,Web
791,CL-000791,Annelore,Bähr,1957-09-22,Female,Hamburg,Germany,Referral
792,CL-000792,Ekkehart,Fischer,1977-08-27,Male,Stuttgart,Germany,Partner
793,CL-000793,Verena,Vogt,1981-09-28,Female,Stuttgart,Germany,Web
794,CL-000794,Katalin,Löchel,1947-11-16,Female,Berlin,Austria,Referral
795,CL-000795,Reimund,Hövel,1956-06-24,Male,Hamburg,Germany,Referral
796,CL-000796,Gerard,Eberhardt,1943-07-23,Male,Essen,Germany,Web
797,CL-000797,Edith,Lindner,1983-10-16,Female,Hamburg,Germany,Referral
798,CL-000798,Robert,Scholtz,1971-06-01,Male,Berlin,Germany,Referral
799,CL-000799,Annamaria,Dörschner,1997-03-30,Female,Berlin,Germany,Partner
800,CL-000800,Theda,Ortmann,1980-12-01,Female,Berlin,Germany,Event
801,CL-000801,Juan,Bachmann,1983-04-25,Male,Leipzig,Germany,Referral
802,CL-000802,Julie,Ruppert,1956-10-09,Female,Leipzig,Germany,Referral
803,CL-000803,Mina,Fechner,1960-02-17,Female,Köln,Germany,Web
804,CL-000804,Heinz Dieter,Ackermann,1982-02-23,Male,Berlin,Germany,Referral
805,CL-000805,Gisa,Hendriks,1979-02-21,Female,Hamburg,Germany,Referral
806,CL-000806,Serge,Gotthard,1985-07-09,,Düsseldorf,Germany,Referral
807,CL-000807,Marie-Louise,Caspar,1975-12-07,Female,München,Germany,Web
808,CL-000808,Zoltan,Klingelhöfer,1944-11-30,Male,Hamburg,Germany,Web
809,CL-000809,Winfried,Putz,1977-05-02,Male,Düsseldorf,Germany,Referral
810,CL-000810,Jolanthe,Zimmer,2007-07-26,Female,Köln,Germany,Referral
811,CL-000811,Jolanthe,Röhrdanz,1941-09-10,Female,Köln,Germany,Referral
812,CL-000812,Hans-Martin,Möchlichen,1943-04-10,Male,Hamburg,Germany,Web
813,CL-000813,Manuel,Kraushaar,2007-01-25,Male,Düsseldorf,Germany,Referral
814,CL-000814,Gunhild,Herrmann,1991-03-01,Female,Hamburg,Austria,Referral
815,CL-000815,Alan,Klemm,1993-12-19,Male,Düsseldorf,Germany,Partner
816,CL-000816,Anne-Rose,Kaul,1956-09-19,Female,Köln,Germany,Web
817,CL-000817,Nada,Sontag,1983-01-23,Female,Köln,Germany,Referral
818,CL-000818,Edwin,Wirth,1979-11-28,,Berlin,Germany,Referral
819,CL-000819,Patrick,Wernecke,1962-12-08,Male,Köln,Germany,Partner
820,CL-000820,Cemal,Beyer,1964-04-13,Male,Stuttgart,Germany,Partner
821,CL-000821,Jürgen,Kambs,1995-09-01,Male,Essen,Germany,Referral
822,CL-000822,Mario,Gertz,1996-10-25,Male,München,Germany,Partner
823,CL-000823,Reinhard,Stolze,1971-12-05,Male,Bochum,Germany,Referral
824,CL-000824,Herlinde,Naser,1983-04-19,,Berlin,Germany,Partner
825,CL-000825,Clarissa,Ernst,1944-08-08,Female,Düsseldorf,Germany,Referral
826,CL-000826,Milica,Wulf,2004-07-09,Female,Köln,Austria,Referral
827,CL-000827,Heribert,Beier,1960-04-11,Male,Frankfurt,Germany,Web
828,CL-000828,Eckhart,Beyer,1994-02-22,Male,Berlin,Germany,Referral
829,CL-000829,Dagmar,Berger,1961-10-14,Female,Essen,Switzerland,Referral
830,CL-000830,Valentine,Jessel,1975-05-19,Female,Köln,Germany,Referral
831,CL-000831,Hans-Uwe,Ring,1972-07-10,Male,Berlin,Germany,Web
832,CL-000832,Elisabet,Beier,1991-07-28,Female,Frankfurt,Germany,Event
833,CL-000833,Maren,Grein Groth,1959-10-12,Female,Berlin,Germany,Partner
834,CL-000834,Hans Josef,Zahn,1943-07-25,Male,Düsseldorf,Germany,Referral
835,CL-000835,Sonia,Sölzer,1962-11-24,Female,Berlin,Germany,Web
836,CL-000836,Jürgen,Ebert,1994-09-14,,Köln,Germany,Referral
837,CL-000837,Gudrun,Mälzer,2000-11-02,Female,Essen,Germany,Referral
838,CL-000838,Heidi,Weimer,1970-03-26,Female,Hamburg,Switzerland,Referral
839,CL-000839,Timo,Krause,1963-05-19,Male,Düsseldorf,Germany,Referral
840,CL-000840,Zlatko,Gotthard,1974-01-28,Male,Bochum,Germany,Partner
841,CL-000841,Mustafa,Oestrovsky,1965-04-22,Male,Köln,Germany,Web
842,CL-000842,Vincent,Pohl,1958-06-17,Male,München,Germany,Referral
843,CL-000843,Rolf,Carsten,1989-10-14,Male,Frankfurt,Germany,Referral
844,CL-000844,Hildegund,Budig,1969-08-11,Female,Hamburg,Germany,Event
845,CL-000845,Kurt,Girschner,1977-06-05,Male,Köln,Germany,Web
846,CL-000846,Evelyne,Jungfer,1947-04-17,Female,Frankfurt,Germany,Web
847,CL-000847,Annelore,Junken,1985-04-14,Female,Köln,Germany,Referral
848,CL-000848,Gebhard,Jäkel,1970-08-27,Male,Essen,Austria,Referral
849,CL-000849,Lisbeth,Trupp,1969-04-22,Female,Düsseldorf,Germany,Referral
850,CL-000850,David,Stumpf,1970-07-08,Male,Stuttgart,Germany,Referral
851,CL-000851,Gina,Matthäi,1943-03-11,Female,Hamburg,Austria,Referral
852,CL-000852,Ottmar,Kitzmann,1982-02-24,Male,Bochum,Germany,Referral
853,CL-000853,Heinz-Joachim,Höfig,1983-10-29,Male,Leipzig,Germany,Web
854,CL-000854,Regine,Bohlander,1945-06-01,Female,München,Germany,Event
855,CL-000855,Micha,Schweitzer,1967-12-14,Male,München,Germany,Referral
856,CL-000856,Grete,Peukert,1994-10-28,Female,Essen,Germany,Web
857,CL-000857,Nermin,Stiebitz,1951-03-13,Female,Hamburg,Germany,Partner
858,CL-000858,Willy,Becker,1950-01-09,Male,Berlin,Germany,Partner
859,CL-000859,Siglinde,Schlosser,1986-06-14,Female,Berlin,Switzerland,Event
860,CL-000860,Rabea,Mangold,1942-09-04,Female,Berlin,Austria,Event
861,CL-000861,Carl,Börner,1956-05-14,Male,Köln,Germany,Partner
862,CL-000862,Pia,Seidel,1965-03-28,Female,Berlin,Germany,Partner
863,CL-000863,Greta,Kraus,2004-12-02,Female,Leipzig,Germany,Referral
864,CL-000864,Käthi,Beckmann,1981-06-26,Female,Berlin,Germany,Web
865,CL-000865,Gerhart,Stiebitz,1970-12-04,,Düsseldorf,Austria,Web
866,CL-000866,Virginia,Koch II,1965-08-16,Female,Berlin,Germany,Referral
867,CL-000867,Ingeborg,Wiek,1945-07-16,Female,Frankfurt,Germany,Referral
868,CL-000868,Lena,Etzler,1976-05-03,Female,Essen,Germany,Partner
869,CL-000869,Grit,Kruschwitz,1961-09-14,Female,München,Germany,Referral
870,CL-000870,Margareta,Holsten,1957-04-18,Female,Hamburg,Germany,Referral
871,CL-000871,Wolf-Dietrich,Drewes,1942-01-27,Male,Hamburg,Germany,Web
872,CL-000872,Patrik,Gotthard,1974-04-08,Male,Stuttgart,Germany,Partner
873,CL-000873,Jochen,Kraushaar,2002-06-23,Male,Dortmund,Germany,Partner
874,CL-000874,Krystyna,Drubin,1958-02-14,Female,Frankfurt,Germany,Partner
875,CL-000875,Pauline,Heß,1988-03-20,Female,Berlin,Germany,Event
876,CL-000876,Hellmut,Hamann,2008-02-10,Male,Hannover,Switzerland,Referral
877,CL-000877,Lore,Hörle,1987-07-14,Female,Köln,Germany,Web
878,CL-000878,Traute,Noack,1953-12-06,Female,Dortmund,Germany,Event
879,CL-000879,Betti,Ernst,1998-05-06,Female,Düsseldorf,Germany,Web
880,CL-000880,Annelene,Mentzel,1952-01-22,Female,Stuttgart,Austria,Referral
881,CL-000881,Tomas,Trüb,1970-08-07,Male,Düsseldorf,Germany,Referral
882,CL-000882,Annika,Stoll,2006-02-24,Female,Berlin,Germany,Web
883,CL-000883,Sigismund,Juncken,1985-10-03,Male,Frankfurt,Germany,Referral
884,CL-000884,Gesine,Tröst,1944-09-23,Female,Hamburg,Germany,Referral
885,CL-000885,Karl Heinz,Riehl,1960-01-25,Male,Leipzig,Germany,Web
886,CL-000886,Sylke,Jacob,1998-03-30,Female,Frankfurt,Germany,Partner
887,CL-000887,Damian,Trub,1988-08-05,Male,Hamburg,Germany,Referral
888,CL-000888,Urszula,Thies,1983-09-15,Female,München,Germany,Referral
889,CL-000889,Dieter,Klotz,1974-12-06,Male,Hamburg,Germany,Referral
890,CL-000890,Engin,Eberhardt,2007-05-07,Male,Stuttgart,Germany,Event
891,CL-000891,Dajana,Zorbach,1949-10-04,Female,Nürnberg,Germany,Web
892,CL-000892,Ernest,Zobel,1973-12-04,Male,Leipzig,Germany,Web
893,CL-000893,Alina,Klingelhöfer,1978-01-04,Female,Düsseldorf,Germany,Event
894,CL-000894,Leila,Koch,1972-02-12,Female,Berlin,Germany,Referral
895,CL-000895,Romana,Rohleder,1949-02-20,Female,Essen,Germany,Partner
896,CL-000896,Leonard,Christoph,1944-10-13,Male,Köln,Germany,Referral
897,CL-000897,Francesca,Kruschwitz,1989-02-04,Female,Hannover,Germany,Event
898,CL-000898,Minna,Naser,1976-01-31,Female,Köln,Germany,Web
899,CL-000899,Henny,Wilmsen,1968-03-03,Female,Dortmund,Germany,Referral
900,CL-000900,Ruth,Ruppert,1945-04-30,Female,Düsseldorf,Switzerland,Partner
901,CL-000901,Bianca,Junck,1984-01-08,Female,Leipzig,Germany,Referral
902,CL-000902,Arndt,Mende,1972-01-04,Male,Berlin,Germany,Referral
903,CL-000903,Marion,Plath,1963-10-02,Female,Frankfurt,Germany,Referral
904,CL-000904,Carlo,Zahn,1977-10-28,Male,Berlin,Germany,Referral
905,CL-000905,Marek,Schaaf,1952-09-09,Male,Düsseldorf,Germany,Web
906,CL-000906,Pamela,Ehlert,1969-09-30,Female,Stuttgart,Germany,Partner
907,CL-000907,Jan-Peter,Blümel,1996-11-19,Male,Leipzig,Germany,Partner
908,CL-000908,Burkhardt,Pohl,1950-09-21,Male,Köln,Germany,Referral
909,CL-000909,Gerfried,Gehringer,1951-05-01,Male,Düsseldorf,Germany,Web
910,CL-000910,Gottfried,Tröst,1955-08-27,Male,Berlin,Germany,Web
911,CL-000911,Mustafa,Pohl,2001-03-17,,Köln,Germany,Event
912,CL-000912,Eugenia,Budig,1957-05-12,Female,Stuttgart,Germany,Event
913,CL-000913,Cynthia,Schuster,2005-05-22,Female,Frankfurt,Germany,Referral
914,CL-000914,Kordula,Höfig,1948-10-29,Female,Frankfurt,Austria,Referral
915,CL-000915,Luzia,Jähn,1982-02-13,Female,Leipzig,Germany,Referral
916,CL-000916,Katherina,Davids,1974-07-05,Female,München,Germany,Referral
917,CL-000917,Manuela,Geisler,1980-07-31,Female,Hamburg,Germany,Partner
918,CL-000918,Veronika,Salz,1950-10-20,Female,Essen,Austria,Event
919,CL-000919,Detlev,Sorgatz,1982-10-21,Male,Frankfurt,Germany,Referral
920,CL-000920,Osman,Schleich,1963-04-14,Male,Stuttgart,Germany,Referral
921,CL-000921,Siegmund,Rose,1943-02-10,Male,Düsseldorf,Germany,Web
922,CL-000922,Sabina,Baum,1945-11-01,Female,Berlin,Germany,Web
923,CL-000923,Anatoli,Segebahn,1992-10-10,Male,Frankfurt,Germany,Referral
924,CL-000924,Kevin,Hettner,1984-08-13,Male,München,Germany,Referral
925,CL-000925,Egon,Wilms,1979-03-30,Male,Stuttgart,Germany,Partner
926,CL-000926,Hartmuth,Schönland,1983-10-17,Male,Stuttgart,Germany,Web
927,CL-000927,Alexandros,Oestrovsky,2000-10-21,Male,Berlin,Germany,Referral
928,CL-000928,Lydia,Ritter,1960-01-08,Female,Essen,Germany,Referral
929,CL-000929,Mara,Jacobi Jäckel,1973-03-04,Female,Hamburg,Germany,Referral
930,CL-000930,Evangelos,Stolze,1967-12-11,Male,Köln,Germany,Referral
931,CL-000931,Fadime,Metz,1945-04-10,Female,Berlin,Germany,Event
932,CL-000932,Marlies,Bonbach,1951-01-25,Female,Frankfurt,Switzerland,Web
933,CL-000933,Ina,Liebelt,1973-04-06,Female,Berlin,Germany,Partner
934,CL-000934,Irmi,Haase,1963-06-17,Female,Berlin,Germany,Web
935,CL-000935,Laurenz,Fechner,1961-07-31,Male,München,Germany,Partner
936,CL-000936,Sofia,Trupp,1962-01-14,Female,Frankfurt,Germany,Web
937,CL-000937,Patric,Kaul,2006-09-07,Male,Hamburg,Austria,Web
938,CL-000938,Rochus,Ehlert,1992-01-27,,Stuttgart,Germany,Referral
939,CL-000939,Hans-Georg,Pieper,1978-07-12,Male,München,Germany,Referral
940,CL-000940,Bernhard,Juncken,1956-10-04,Male,Hamburg,Germany,Referral
941,CL-000941,Holm,Eberhardt,1958-07-06,Male,München,Germany,Event
942,CL-000942,Helmuth,Hentschel,1949-11-23,Male,Düsseldorf,Germany,Partner
943,CL-000943,Ariane,Binner,1960-01-22,Female,Hamburg,Germany,Referral
944,CL-000944,Viktoria,Kraus,1999-02-11,Female,Berlin,Germany,Partner
945,CL-000945,Louise,Lindner,1957-03-15,Female,Berlin,Germany,Web
946,CL-000946,Wolfgang,Freudenberger,1995-09-01,Male,Dortmund,Germany,Web
947,CL-000947,Gaby,Rust,1989-05-19,Female,München,Germany,Referral
948,CL-000948,Gert,Grein Groth,1992-03-28,Male,Düsseldorf,Germany,Referral
949,CL-000949,Daniel,Ortmann,2008-01-31,Male,Stuttgart,Germany,Referral
950,CL-000950,Julie,Mosemann,1974-04-01,Female,Stuttgart,Germany,Web
951,CL-000951,Theodor,Jäntsch,1974-02-26,Male,Hamburg,Germany,Referral
952,CL-000952,Aleksandar,Conradi,2004-08-18,Male,Frankfurt,Germany,Web
953,CL-000953,Hans-Peter,Pärtzelt,1971-06-04,Male,Frankfurt,Germany,Referral
954,CL-000954,Xaver,Hendriks,1954-12-13,Male,Hannover,Germany,Web
955,CL-000955,Klaus-Dieter,Kitzmann,1943-08-15,Male,Stuttgart,Germany,Referral
956,CL-000956,Andrei,Holzapfel,1973-12-26,Male,München,Switzerland,Partner
957,CL-000957,Kornelius,Söding,1986-01-27,Male,Essen,Germany,Partner
958,CL-000958,Isabel,Hörle,1976-10-30,Female,Hamburg,Germany,Referral
959,CL-000959,Adriane,Dörr,1969-08-19,Female,Berlin,Germany,Web
960,CL-000960,Cemil,Hettner,1989-10-25,Male,Berlin,Germany,Referral
961,CL-000961,Gretl,Wieloch,1967-10-01,Female,München,Germany,Referral
962,CL-000962,Hans-Dieter,Bien,1967-07-27,Male,München,Germany,Referral
963,CL-000963,Anita,Roskoth,1978-07-17,Female,München,Germany,Web
964,CL-000964,Eberhard,Klotz,1977-12-15,Male,Frankfurt,Germany,Partner
965,CL-000965,Evamaria,Briemer,1966-08-07,Female,Düsseldorf,Germany,Referral
966,CL-000966,Jann,Mende,1992-04-29,Male,München,Germany,Partner
967,CL-000967,Konstanze,Holt,1996-06-21,Female,Berlin,Germany,Partner
968,CL-000968,Luitgard,Stiffel,1981-11-21,Female,Düsseldorf,Germany,Referral
969,CL-000969,Brian,Eckbauer,2006-08-30,Male,Hamburg,Germany,Referral
970,CL-000970,Ariane,Kreusel,1965-09-14,Female,Berlin,Germany,Partner
971,CL-000971,Reinhilde,Kambs,1978-04-08,Female,Frankfurt,Germany,Referral
972,CL-000972,Vera,Kobelt,1991-09-07,Female,Düsseldorf,Germany,Referral
973,CL-000973,Claudio,Gumprich,1981-04-22,Male,Düsseldorf,Germany,Partner
974,CL-000974,Jaroslaw,Kühnert,1974-05-04,Male,Berlin,Germany,Web
975,CL-000975,Andrea,Bien,1942-12-16,Female,München,Germany,Web
976,CL-000976,Charles,Trüb,1962-12-21,Male,Frankfurt,Germany,Referral
977,CL-000977,Roman,Mühle,1975-08-26,Male,Düsseldorf,Germany,Partner
978,CL-000978,Irene,Fischer,1981-07-25,Female,Stuttgart,Germany,Web
979,CL-000979,Tim,Pieper,1949-10-27,Male,Hamburg,Germany,Referral
980,CL-000980,Gaby,Schmidtke,1961-12-26,Female,Düsseldorf,Germany,Referral
981,CL-000981,Gotthilf,Kreusel,2007-09-20,,Köln,Germany,Referral
982,CL-000982,Lucia,Warmer,1997-08-24,Female,München,Germany,Referral
983,CL-000983,Georgios,Scheel,1963-03-14,Male,Köln,Germany,Event
984,CL-000984,Jolanthe,Pechel,1976-07-14,Female,München,Germany,Web
985,CL-000985,Jaqueline,Trommler,1978-08-13,Female,Essen,Germany,Referral
986,CL-000986,Georgios,Mülichen,1995-10-27,Male,Düsseldorf,Germany,Referral
987,CL-000987,Alban,Koch,1962-11-07,Male,Frankfurt,Germany,Referral
988,CL-000988,Michail,Dörschner,2006-12-28,Male,Köln,Germany,Referral
989,CL-000989,Hartmuth,Säuberlich,1961-03-31,Male,Nürnberg,Germany,Referral
990,CL-000990,Rocco,van der Dussen,1999-08-28,Male,Frankfurt,Germany,Partner
991,CL-000991,Mohammed,Schuchhardt,1942-02-14,Male,Köln,Germany,Partner
992,CL-000992,Lilly,Mühle,1958-05-18,Female,Berlin,Austria,Referral
993,CL-000993,Wilma,Sölzer,1993-08-02,Female,Hamburg,Austria,Web
994,CL-000994,Zeljko,Wulf,1979-09-04,Male,Berlin,Germany,Referral
995,CL-000995,Kilian,Heidrich,1989-05-26,Male,Hannover,Germany,Event
996,CL-000996,Anita,Säuberlich,1973-01-01,Female,Bochum,Germany,Web
997,CL-000997,Götz,Pruschke,1983-02-11,,Frankfurt,Germany,Partner
998,CL-000998,Irmingard,Scholl,1993-01-07,,München,Germany,Web
999,CL-000999,Siegmar,Kramer,1950-05-13,Male,Köln,Germany,Web
1000,CL-001000,Marica,Stiffel,1956-10-15,,Düsseldorf,Germany,Referral
1001,CL-001001,Aloisia,Ruppersberger,2004-10-31,Female,München,Germany,Partner
1002,CL-001002,Niklas,Dörschner,1953-04-16,Male,Köln,Germany,Partner
1003,CL-001003,Alberto,Mans,1961-08-27,Male,Leipzig,Germany,Referral
1004,CL-001004,Hertha,Flantz,1968-05-30,Female,Hamburg,Austria,Web
1005,CL-001005,Marlis,Haase,1968-03-26,Female,München,Germany,Partner
